res_id,res_dt,train_nr,reserved,bp_from,bp_to,dep_soll
210206,04.09.21 12:35,934,1,CH,ZUE,04.09.21 17:37
210207,04.09.21 15:41,934,1,LQ,ZUE,04.09.21 17:47
210208,04.09.21 17:16,934,1,CH,ZUE,04.09.21 17:37
210209,04.09.21 17:16,934,1,CH,ZUE,04.09.21 17:37
210210,04.09.21 17:20,934,1,LQ,ZUE,04.09.21 17:47
210211,04.09.21 17:24,934,1,CH,ZUE,04.09.21 17:37
210212,04.09.21 17:25,934,1,CH,SA,04.09.21 17:37
210213,04.09.21 17:29,934,1,CH,ZUE,04.09.21 17:37
210214,04.09.21 17:47,934,1,SA,ZUE,04.09.21 17:56
210215,04.09.21 17:57,934,1,SA,ZUE,04.09.21 17:56
210216,04.09.21 17:57,934,1,SA,ZUE,04.09.21 17:56
210217,04.09.21 15:53,936,1,LQ,ZUE,04.09.21 18:47
210218,04.09.21 17:34,936,1,CH,ZUE,04.09.21 18:37
210219,04.09.21 17:35,936,1,CH,ZUE,04.09.21 18:37
210220,04.09.21 17:51,936,1,CH,LQ,04.09.21 18:37
210221,04.09.21 18:40,936,1,LQ,ZUE,04.09.21 18:47
210222,04.09.21 18:41,936,1,LQ,ZUE,04.09.21 18:47
210223,04.09.21 18:43,936,1,SA,ZUE,04.09.21 18:56
210224,04.09.21 18:43,936,1,SA,ZUE,04.09.21 18:56
210225,16.08.21 16:55,956,1,BN,OL,04.09.21 06:04
210226,03.09.21 07:17,957,1,BN,IO,04.09.21 07:05
210227,03.09.21 07:28,957,1,BN,IO,04.09.21 07:05
210229,03.09.21 20:45,957,1,TH,IO,04.09.21 07:25
210230,03.09.21 21:18,957,1,BS,IO,04.09.21 05:58
210231,03.09.21 21:19,957,1,BS,IO,04.09.21 05:58
210232,03.09.21 22:17,957,2,OL,IO,04.09.21 06:29
210233,03.09.21 22:50,957,1,OL,BN,04.09.21 06:29
210234,03.09.21 23:03,957,1,BN,IO,04.09.21 07:05
210235,02.09.21 09:27,959,1,OL,BN,04.09.21 07:29
210236,02.09.21 12:21,959,1,BS,IO,04.09.21 06:58
210237,02.09.21 12:22,959,1,BS,IO,04.09.21 06:58
210238,02.09.21 15:27,959,2,OL,BN,04.09.21 07:29
210243,03.09.21 17:01,959,2,BN,IO,04.09.21 08:05
210244,03.09.21 19:00,959,1,BN,IO,04.09.21 08:05
210245,03.09.21 19:01,959,1,BN,IO,04.09.21 08:05
210246,03.09.21 19:17,959,1,BN,IO,04.09.21 08:05
210247,03.09.21 20:43,959,1,SP,IO,04.09.21 08:35
210248,04.09.21 08:03,959,1,BN,IO,04.09.21 08:05
210249,04.09.21 08:10,959,1,TH,IO,04.09.21 08:25
210250,01.09.21 09:33,960,2,BN,BS,04.09.21 08:04
210251,01.09.21 21:36,961,1,BS,BN,04.09.21 07:58
210252,01.09.21 21:36,961,1,BS,BN,04.09.21 07:58
210255,01.09.21 21:38,961,1,BS,BN,04.09.21 07:58
210257,03.09.21 20:20,962,1,IO,SP,04.09.21 08:00
210259,04.09.21 07:35,962,1,IO,SP,04.09.21 08:00
210260,18.08.21 16:15,963,1,BS,BN,04.09.21 08:58
210261,27.08.21 08:45,963,1,BN,TH,04.09.21 10:05
210262,29.08.21 17:42,963,1,BS,TH,04.09.21 08:58
210263,29.08.21 22:48,963,1,BS,TH,04.09.21 08:58
210264,29.08.21 22:49,963,1,BS,TH,04.09.21 08:58
210265,30.08.21 12:40,963,1,BS,TH,04.09.21 08:58
210266,03.09.21 11:44,963,2,BN,IO,04.09.21 10:05
210267,03.09.21 19:12,963,1,OL,BN,04.09.21 09:29
210268,03.09.21 20:06,963,1,BN,TH,04.09.21 10:05
210269,04.09.21 08:47,963,1,BN,IO,04.09.21 10:05
210270,04.09.21 01:46,963,1,BS,IO,04.09.21 08:58
210271,04.09.21 09:47,963,1,BN,IO,04.09.21 10:05
210272,04.09.21 09:57,963,2,BN,TH,04.09.21 10:05
210273,01.09.21 19:10,964,1,BN,BS,04.09.21 10:04
210274,03.09.21 17:38,964,1,BN,BS,04.09.21 10:04
210276,04.09.21 08:58,964,1,IO,TH,04.09.21 09:00
210277,04.09.21 08:31,964,1,BN,BS,04.09.21 10:04
210278,04.09.21 08:31,964,1,BN,BS,04.09.21 10:04
210279,04.09.21 09:19,964,1,BN,OL,04.09.21 10:04
210280,04.09.21 10:06,964,1,BN,OL,04.09.21 10:04
210281,23.08.21 23:31,965,1,BN,TH,04.09.21 11:05
210283,04.09.21 10:25,965,1,OL,BN,04.09.21 10:29
210284,03.09.21 06:36,965,1,LST,IO,04.09.21 10:09
210285,03.09.21 15:58,965,1,OL,TH,04.09.21 10:29
210287,04.09.21 08:59,965,1,BS,IO,04.09.21 09:58
210288,03.09.21 22:48,965,2,BS,IO,04.09.21 09:58
210290,04.09.21 09:52,965,1,BN,TH,04.09.21 11:05
210291,23.08.21 19:23,967,1,BS,TH,04.09.21 10:58
210292,23.08.21 19:24,967,1,BS,TH,04.09.21 10:58
210293,23.08.21 19:29,967,1,BS,TH,04.09.21 10:58
210294,04.09.21 09:34,967,1,TH,IO,04.09.21 12:25
210297,04.09.21 10:02,967,1,BS,TH,04.09.21 10:58
210298,04.09.21 10:02,967,1,BS,TH,04.09.21 10:58
210299,04.09.21 10:02,967,1,BS,TH,04.09.21 10:58
210301,04.09.21 11:03,967,1,OL,BN,04.09.21 11:29
210302,04.09.21 12:23,967,1,TH,SP,04.09.21 12:25
210303,04.09.21 12:24,967,1,TH,SP,04.09.21 12:25
210304,04.09.21 09:14,971,1,OL,TH,04.09.21 13:29
210305,04.09.21 13:15,971,1,OL,BN,04.09.21 13:29
210307,04.09.21 12:50,972,1,IO,BN,04.09.21 13:00
210308,04.09.21 14:02,972,1,BN,LST,04.09.21 14:04
210309,22.08.21 13:58,974,1,TH,OL,04.09.21 14:34
210310,04.09.21 12:36,974,1,TH,OL,04.09.21 14:34
210311,04.09.21 14:30,974,1,TH,BN,04.09.21 14:34
210312,04.09.21 14:52,974,1,BN,OL,04.09.21 15:04
210313,04.09.21 15:47,975,1,TH,SP,04.09.21 16:25
210314,04.09.21 14:51,977,4,BS,TH,04.09.21 15:58
210315,04.09.21 15:48,977,1,OL,BN,04.09.21 16:29
210316,04.09.21 15:55,977,1,BS,OL,04.09.21 15:58
210317,04.09.21 15:56,977,1,OL,BN,04.09.21 16:29
210319,31.08.21 06:36,978,1,IO,BN,04.09.21 16:00
210320,03.09.21 20:49,978,1,IO,BN,04.09.21 16:00
210321,04.09.21 08:47,978,1,TH,LST,04.09.21 16:34
210322,04.09.21 15:30,978,1,IO,BN,04.09.21 16:00
210324,04.09.21 15:39,978,1,IO,SP,04.09.21 16:00
210325,04.09.21 15:45,978,1,IO,SP,04.09.21 16:00
210326,04.09.21 17:02,978,1,BN,BS,04.09.21 17:04
210327,04.09.21 16:05,979,2,BS,BN,04.09.21 16:58
210328,04.09.21 18:13,979,2,SP,IO,04.09.21 18:35
210329,04.09.21 16:30,979,1,OL,BN,04.09.21 17:29
210330,04.09.21 16:38,979,1,BS,BN,04.09.21 16:58
210331,04.09.21 16:50,979,1,BS,LST,04.09.21 16:58
210332,04.09.21 16:54,979,1,LST,OL,04.09.21 17:09
210333,04.09.21 16:38,979,1,BS,BN,04.09.21 16:58
210334,04.09.21 17:00,979,1,OL,BN,04.09.21 17:29
210335,04.09.21 17:00,980,1,IO,BS,04.09.21 17:00
210336,04.09.21 17:00,980,1,IO,BS,04.09.21 17:00
210337,03.09.21 17:03,980,2,IO,BN,04.09.21 17:00
210338,04.09.21 17:45,980,1,BN,OL,04.09.21 18:04
210339,04.09.21 11:00,980,1,TH,LST,04.09.21 17:34
210341,04.09.21 15:14,980,2,IO,BN,04.09.21 17:00
210343,04.09.21 16:48,980,1,IO,BN,04.09.21 17:00
210345,04.09.21 16:59,980,1,IO,BS,04.09.21 17:00
210346,04.09.21 12:51,982,1,IO,BS,04.09.21 18:00
210347,04.09.21 12:51,982,1,IO,BS,04.09.21 18:00
210348,04.09.21 15:10,982,1,IO,TH,04.09.21 18:00
210350,04.09.21 17:57,982,2,IO,BN,04.09.21 18:00
210351,04.09.21 18:45,983,1,BS,BN,04.09.21 18:58
210352,04.09.21 18:46,983,1,BS,BN,04.09.21 18:58
210353,04.09.21 18:18,984,1,BN,OL,04.09.21 20:04
210354,04.09.21 18:19,984,3,BN,OL,04.09.21 20:04
210355,04.09.21 18:21,984,1,IO,BN,04.09.21 19:00
210356,04.09.21 19:10,984,1,SP,TH,04.09.21 19:23
210357,04.09.21 19:14,984,1,SP,BN,04.09.21 19:23
210358,04.09.21 19:21,984,1,BN,OL,04.09.21 20:04
210359,04.09.21 19:40,984,1,BN,BS,04.09.21 20:04
210360,04.09.21 12:20,986,1,IO,BN,04.09.21 20:00
210361,04.09.21 19:10,986,1,IO,BN,04.09.21 20:00
210362,04.09.21 19:32,986,1,BN,OL,04.09.21 21:04
210363,04.09.21 19:33,986,1,BN,OL,04.09.21 21:04
210364,04.09.21 19:34,986,1,BN,BS,04.09.21 21:04
210365,04.09.21 11:20,987,1,LST,BN,04.09.21 21:09
210366,04.09.21 20:44,987,1,OL,BN,04.09.21 21:29
210367,04.09.21 20:53,987,1,BN,TH,04.09.21 22:07
210368,04.09.21 20:54,987,1,BN,TH,04.09.21 22:07
210369,04.09.21 20:47,987,1,OL,BN,04.09.21 21:29
210370,04.09.21 22:14,987,1,BN,TH,04.09.21 22:07
210371,03.09.21 20:38,1057,1,BS,OL,04.09.21 05:22
210372,04.09.21 04:37,1057,1,BN,IO,04.09.21 06:34
210373,04.09.21 05:40,1058,1,BN,BS,04.09.21 07:37
210374,04.09.21 08:08,1058,1,OL,BS,04.09.21 08:06
210375,09.08.21 11:58,1060,1,VI,BS,04.09.21 07:27
210376,31.08.21 09:44,1060,1,BN,BS,04.09.21 08:37
210377,03.09.21 23:54,1060,1,VI,SP,04.09.21 07:27
210378,04.09.21 07:31,1060,1,TH,BN,04.09.21 08:05
210379,31.08.21 09:44,1060,2,BN,BS,04.09.21 08:37
210380,04.09.21 08:03,1060,2,TH,BN,04.09.21 08:05
210381,02.09.21 17:31,1060,1,BN,BS,04.09.21 08:37
210382,03.09.21 21:56,1060,1,BN,BS,04.09.21 08:37
210383,31.08.21 06:50,1062,1,TH,BS,04.09.21 09:05
210384,31.08.21 06:51,1062,1,TH,BS,04.09.21 09:05
210385,31.08.21 06:51,1062,1,TH,BS,04.09.21 09:05
210386,31.08.21 06:52,1062,1,TH,BS,04.09.21 09:05
210387,04.09.21 08:11,1062,1,BN,BS,04.09.21 09:37
210388,04.09.21 08:14,1062,1,BN,BS,04.09.21 09:37
210389,03.09.21 12:14,1063,1,BS,VI,04.09.21 08:28
210390,03.09.21 12:33,1063,1,BS,VI,04.09.21 08:28
210391,03.09.21 12:45,1063,1,BS,VI,04.09.21 08:28
210392,03.09.21 16:52,1063,1,BS,SP,04.09.21 08:28
210393,03.09.21 21:38,1063,1,BS,OL,04.09.21 08:28
210394,03.09.21 23:40,1063,1,BS,BN,04.09.21 08:28
210395,04.09.21 07:46,1063,2,BN,TH,04.09.21 09:34
210396,04.09.21 07:45,1063,1,BS,VI,04.09.21 08:28
210397,04.09.21 08:55,1063,1,BN,VI,04.09.21 09:34
210398,04.09.21 06:38,1065,1,BN,IO,04.09.21 10:34
210399,04.09.21 08:43,1065,1,BS,OL,04.09.21 09:28
210400,04.09.21 08:59,1065,1,BS,TH,04.09.21 09:28
210401,04.09.21 09:37,1065,1,BN,TH,04.09.21 10:34
210402,04.09.21 09:47,1065,1,BN,TH,04.09.21 10:34
210403,04.09.21 09:59,1065,1,BN,SP,04.09.21 10:34
210404,22.08.21 12:59,1066,1,SP,OL,04.09.21 10:54
210405,02.09.21 13:28,1066,1,BN,BS,04.09.21 11:37
210406,02.09.21 13:50,1066,1,BN,BS,04.09.21 11:37
210407,04.09.21 00:03,1066,1,BN,BS,04.09.21 11:37
210408,04.09.21 00:03,1066,1,BN,BS,04.09.21 11:37
210409,04.09.21 06:56,1066,1,BN,BS,04.09.21 11:37
210410,04.09.21 10:53,1066,1,BN,BS,04.09.21 11:37
210411,04.09.21 11:32,1066,1,BN,OL,04.09.21 11:37
210412,02.09.21 22:44,1067,1,OL,VI,04.09.21 10:59
210413,03.09.21 15:31,1067,1,BN,SP,04.09.21 11:34
210414,04.09.21 10:19,1067,1,BS,OL,04.09.21 10:28
210415,04.09.21 10:21,1067,1,BS,OL,04.09.21 10:28
210416,03.09.21 23:06,1067,1,BS,BR,04.09.21 10:28
210417,04.09.21 09:08,1067,1,BN,SP,04.09.21 11:34
210418,04.09.21 09:17,1067,1,BS,SP,04.09.21 10:28
210419,04.09.21 10:56,1067,1,BN,SP,04.09.21 11:34
210420,04.09.21 10:16,1067,1,TH,SP,04.09.21 11:54
210421,04.09.21 11:11,1068,1,VI,SP,04.09.21 11:27
210422,04.09.21 11:12,1068,1,VI,SP,04.09.21 11:27
210423,29.08.21 20:21,1069,2,OL,TH,04.09.21 11:59
210424,04.09.21 09:22,1069,1,BN,TH,04.09.21 12:34
210425,04.09.21 11:34,1069,1,OL,BN,04.09.21 11:59
210426,04.09.21 09:08,1070,1,OL,BS,04.09.21 14:06
210427,04.09.21 14:03,1070,1,OL,BS,04.09.21 14:06
210428,09.08.21 13:43,1073,1,BN,TH,04.09.21 14:34
210429,04.09.21 12:35,1073,1,BS,SP,04.09.21 13:28
210430,04.09.21 15:00,1073,1,TH,SP,04.09.21 14:54
210431,04.09.21 12:35,1073,1,BN,TH,04.09.21 14:34
210432,04.09.21 14:34,1073,1,BN,TH,04.09.21 14:34
210433,02.09.21 20:55,1074,1,TH,BS,04.09.21 15:05
210434,04.09.21 14:11,1074,1,TH,BS,04.09.21 15:05
210436,04.09.21 14:23,1074,2,SP,BN,04.09.21 14:54
210437,04.09.21 14:26,1074,1,IO,BN,04.09.21 14:30
210438,04.09.21 15:03,1074,1,TH,BN,04.09.21 15:05
210439,04.09.21 10:55,1075,1,BN,TH,04.09.21 15:34
210440,04.09.21 15:23,1075,1,BN,TH,04.09.21 15:34
210441,04.09.21 15:29,1075,1,BN,TH,04.09.21 15:34
210442,04.09.21 15:32,1075,1,BN,TH,04.09.21 15:34
210443,07.08.21 16:13,1076,1,VI,BS,04.09.21 15:27
210444,04.09.21 13:32,1076,1,VI,OL,04.09.21 15:27
210445,04.09.21 14:01,1076,1,TH,BN,04.09.21 16:05
210446,04.09.21 15:26,1076,1,SP,BN,04.09.21 15:55
210447,09.06.21 14:24,1077,1,BS,SP,04.09.21 15:28
210448,04.09.21 13:41,1077,1,BS,BN,04.09.21 15:28
210449,04.09.21 14:21,1077,1,BS,BN,04.09.21 15:28
210450,04.09.21 14:46,1077,1,BS,BN,04.09.21 15:28
210451,04.09.21 15:14,1077,1,BN,TH,04.09.21 16:34
210452,04.09.21 15:33,1077,1,OL,SP,04.09.21 15:59
210453,04.09.21 15:55,1077,1,SP,IO,04.09.21 17:05
210456,04.09.21 16:09,1078,1,IO,BN,04.09.21 16:30
210457,04.09.21 16:32,1078,1,SP,BS,04.09.21 16:54
210458,04.09.21 16:35,1078,1,SP,BN,04.09.21 16:54
210459,04.09.21 16:37,1078,1,SP,BN,04.09.21 16:54
210460,04.09.21 16:39,1078,1,SP,BN,04.09.21 16:54
210461,04.09.21 16:48,1078,1,SP,BN,04.09.21 16:54
210462,04.09.21 16:59,1078,1,TH,BN,04.09.21 17:05
210463,04.09.21 15:40,1079,1,BS,OL,04.09.21 16:28
210464,03.09.21 12:15,1080,1,VI,BS,04.09.21 17:27
210465,03.09.21 12:43,1080,1,VI,BS,04.09.21 17:27
210466,03.09.21 12:44,1080,1,VI,BS,04.09.21 17:27
210467,04.09.21 16:05,1080,1,VI,BN,04.09.21 17:27
210468,04.09.21 18:05,1080,1,BN,OL,04.09.21 18:37
210469,04.09.21 16:40,1080,1,VI,BN,04.09.21 17:27
210470,04.09.21 17:13,1080,1,SP,BN,04.09.21 17:55
210471,04.09.21 18:09,1080,1,TH,BN,04.09.21 18:05
210472,04.09.21 17:30,1082,1,IO,BN,04.09.21 18:30
210473,04.09.21 17:38,1082,1,IO,BN,04.09.21 18:30
210474,04.09.21 17:42,1082,1,IO,BN,04.09.21 18:30
210475,04.09.21 18:58,1082,1,TH,BN,04.09.21 19:05
210476,04.09.21 18:58,1082,1,TH,BN,04.09.21 19:05
210477,04.09.21 12:45,1083,2,BS,BN,04.09.21 18:28
210478,04.09.21 14:59,1083,1,BN,TH,04.09.21 19:34
210479,04.09.21 19:21,1083,1,BN,TH,04.09.21 19:34
210480,04.09.21 17:34,1084,1,VI,TH,04.09.21 19:27
210481,04.09.21 18:26,1084,1,BR,BN,04.09.21 19:18
210482,04.09.21 18:26,1084,1,BR,BN,04.09.21 19:18
210483,04.09.21 19:33,1084,1,TH,BN,04.09.21 20:05
210484,04.09.21 19:33,1084,1,TH,BN,04.09.21 20:05
210485,04.09.21 19:19,1085,1,BS,BN,04.09.21 19:28
210486,04.09.21 19:26,1085,1,BN,VI,04.09.21 20:34
210511,04.09.21 11:59,1351,2,GD,LG,04.09.21 12:51
210512,16.07.21 15:19,1482,1,GD,ZUE,04.09.21 16:45
210513,03.09.21 15:12,1482,1,GD,ZUE,04.09.21 16:45
210514,04.09.21 15:15,1482,1,LG,ZUE,04.09.21 15:31
210515,04.09.21 16:41,1482,1,ZG,ZUE,04.09.21 17:02
210516,04.09.21 10:26,1487,1,ZUE,BEL,04.09.21 20:33
210517,04.09.21 13:31,1487,1,ZUE,BEL,04.09.21 20:33
210518,04.09.21 20:17,1487,1,ZUE,BEL,04.09.21 20:33
210519,03.09.21 23:03,1506,1,NE,YV,04.09.21 07:03
210520,04.09.21 05:37,1506,1,NE,YV,04.09.21 07:03
210521,04.09.21 05:56,1506,1,OL,OEN,04.09.21 06:02
210522,06.08.21 14:50,1509,1,OEN,ZUE,04.09.21 06:46
210523,06.08.21 14:50,1509,1,OL,ZUE,04.09.21 06:59
210524,02.09.21 19:45,1509,1,OL,ZFH,04.09.21 06:59
210525,02.09.21 10:46,1509,2,OL,ZUE,04.09.21 06:59
210526,03.09.21 14:15,1510,1,ZUE,GS,04.09.21 07:30
210527,03.09.21 15:59,1510,1,NE,YV,04.09.21 09:03
210528,04.09.21 06:18,1510,1,ZUE,OL,04.09.21 07:30
210529,03.09.21 14:19,1510,1,ZUE,GS,04.09.21 07:30
210530,30.08.21 11:34,1511,1,OL,ZUE,04.09.21 07:59
210531,30.08.21 11:34,1511,1,OL,ZUE,04.09.21 07:59
210532,03.09.21 19:11,1511,1,OL,ZUE,04.09.21 07:59
210533,03.09.21 21:49,1511,1,LS,ZUE,04.09.21 06:15
210534,03.09.21 22:13,1511,1,OL,ZUE,04.09.21 07:59
210535,03.09.21 22:13,1511,1,OL,ZUE,04.09.21 07:59
210536,04.09.21 08:58,1511,1,OL,ZUE,04.09.21 07:59
210537,29.08.21 21:30,1512,1,OL,NE,04.09.21 09:02
210538,29.08.21 21:36,1512,1,OL,NE,04.09.21 09:02
210539,02.09.21 19:12,1512,1,ZUE,LS,04.09.21 08:30
210540,03.09.21 08:31,1512,1,ZUE,SO,04.09.21 08:30
210541,03.09.21 17:42,1512,1,ZUE,YV,04.09.21 08:30
210542,03.09.21 17:42,1512,1,ZUE,YV,04.09.21 08:30
210543,03.09.21 21:38,1512,1,OL,SO,04.09.21 09:02
210544,03.09.21 22:41,1512,1,ZUE,BI,04.09.21 08:30
210545,04.09.21 08:37,1512,1,OL,BI,04.09.21 09:02
210546,04.09.21 08:48,1512,1,OL,NE,04.09.21 09:02
210547,01.09.21 13:22,1513,1,BI,ZFH,04.09.21 08:17
210548,01.09.21 20:34,1513,1,OL,ZFH,04.09.21 08:59
210549,03.09.21 18:46,1513,1,BI,GS,04.09.21 08:17
210550,04.09.21 07:14,1513,1,LS,YV,04.09.21 07:15
210551,04.09.21 08:18,1513,1,SO,OL,04.09.21 08:35
210552,03.09.21 17:51,1513,1,GS,SG,04.09.21 08:26
210553,03.09.21 17:53,1513,1,GS,SG,04.09.21 08:26
210554,03.09.21 19:25,1513,2,OL,ZUE,04.09.21 08:59
210555,03.09.21 22:46,1514,1,ZUE,NE,04.09.21 09:30
210556,04.09.21 08:13,1514,1,ZUE,BI,04.09.21 09:30
210557,04.09.21 08:43,1514,1,OL,YV,04.09.21 10:02
210558,02.09.21 16:01,1515,1,LS,NE,04.09.21 08:15
210559,02.09.21 20:19,1515,2,LS,NE,04.09.21 08:15
210560,04.09.21 00:21,1515,1,LS,YV,04.09.21 08:15
210561,03.09.21 20:08,1516,1,SG,ZUE,04.09.21 09:28
210562,04.09.21 09:51,1516,1,W,BI,04.09.21 10:03
210563,04.09.21 09:57,1516,2,ZUE,OL,04.09.21 10:30
210564,04.09.21 10:19,1516,1,SO,BI,04.09.21 11:26
210565,04.09.21 10:44,1516,1,BI,LS,04.09.21 11:45
210566,04.09.21 12:09,1516,1,YV,LS,04.09.21 12:22
210567,04.09.21 10:09,1516,2,ZUE,BI,04.09.21 10:30
210568,04.09.21 07:26,1517,1,LS,W,04.09.21 09:15
210569,04.09.21 07:26,1517,1,LS,W,04.09.21 09:15
210570,04.09.21 08:47,1517,1,LS,SO,04.09.21 09:15
210571,04.09.21 09:04,1517,1,LS,YV,04.09.21 09:15
210572,04.09.21 12:07,1518,1,NE,YV,04.09.21 13:03
210573,04.09.21 12:08,1518,1,NE,YV,04.09.21 13:03
210574,04.09.21 12:09,1518,1,NE,YV,04.09.21 13:03
210575,04.09.21 12:09,1518,1,NE,YV,04.09.21 13:03
210576,04.09.21 12:32,1518,1,NE,YV,04.09.21 13:03
210577,04.09.21 12:32,1518,1,NE,YV,04.09.21 13:03
210578,31.08.21 10:41,1519,1,GS,ZUE,04.09.21 11:26
210579,04.09.21 09:50,1519,1,LS,BI,04.09.21 10:15
210580,04.09.21 09:51,1519,1,LS,YV,04.09.21 10:15
210581,02.09.21 09:18,1520,1,NE,YV,04.09.21 14:03
210582,04.09.21 00:26,1520,1,ZUE,GS,04.09.21 12:30
210583,04.09.21 08:45,1520,1,ZUE,OL,04.09.21 12:30
210584,04.09.21 13:06,1520,1,NE,YV,04.09.21 14:03
210585,04.09.21 13:40,1520,1,NE,YV,04.09.21 14:03
210586,04.09.21 13:47,1520,1,NE,YV,04.09.21 14:03
210587,03.09.21 23:58,1521,1,OL,ZUE,04.09.21 12:59
210588,04.09.21 11:06,1521,1,BI,SO,04.09.21 12:17
210589,04.09.21 11:24,1521,1,LS,OL,04.09.21 11:15
210590,04.09.21 12:33,1521,2,OL,ZUE,04.09.21 12:59
210591,04.09.21 13:10,1521,1,ZUE,SG,04.09.21 13:33
210592,04.09.21 12:35,1522,1,NE,YV,04.09.21 15:03
210593,04.09.21 14:57,1522,1,NE,LS,04.09.21 15:03
210594,04.09.21 12:06,1523,1,YV,NE,04.09.21 12:39
210595,04.09.21 12:07,1523,1,YV,NE,04.09.21 12:39
210596,04.09.21 12:07,1523,1,YV,NE,04.09.21 12:39
210597,04.09.21 12:49,1523,1,NE,ZUE,04.09.21 12:59
210598,04.09.21 12:55,1523,1,BI,OL,04.09.21 13:17
210599,04.09.21 13:15,1523,1,BI,SO,04.09.21 13:17
210600,04.09.21 12:08,1523,1,YV,NE,04.09.21 12:39
210601,04.09.21 12:10,1523,1,YV,NE,04.09.21 12:39
210602,04.09.21 13:15,1523,1,BI,SO,04.09.21 13:17
210603,31.08.21 10:01,1524,2,ZUE,OL,04.09.21 14:30
210604,02.09.21 09:36,1524,1,NE,LS,04.09.21 16:03
210605,04.09.21 11:39,1524,2,NE,YV,04.09.21 16:03
210606,04.09.21 13:29,1524,1,ZUE,OL,04.09.21 14:30
210607,04.09.21 12:11,1524,1,NE,YV,04.09.21 16:03
210608,04.09.21 12:17,1524,1,NE,YV,04.09.21 16:03
210609,04.09.21 13:48,1524,1,ZUE,OL,04.09.21 14:30
210610,04.09.21 14:45,1524,1,NE,LS,04.09.21 16:03
210611,04.09.21 09:43,1525,1,LS,YV,04.09.21 13:15
210612,04.09.21 11:00,1525,1,LS,YV,04.09.21 13:15
210613,04.09.21 11:03,1525,1,LS,YV,04.09.21 13:15
210614,04.09.21 11:45,1525,1,ZUE,W,04.09.21 15:33
210615,04.09.21 13:18,1525,2,YV,NE,04.09.21 13:39
210616,04.09.21 13:57,1525,1,OL,ZUE,04.09.21 14:59
210617,04.09.21 11:06,1525,1,LS,YV,04.09.21 13:15
210618,04.09.21 11:29,1525,2,LS,YV,04.09.21 13:15
210619,04.09.21 13:19,1525,2,YV,NE,04.09.21 13:39
210620,04.09.21 09:27,1526,1,NE,LS,04.09.21 17:03
210621,04.09.21 09:27,1526,2,ZUE,OL,04.09.21 15:30
210622,04.09.21 13:46,1526,1,ZUE,OL,04.09.21 15:30
210623,04.09.21 15:09,1526,1,ZUE,BI,04.09.21 15:30
210624,04.09.21 15:09,1526,1,ZUE,BI,04.09.21 15:30
210625,04.09.21 12:25,1527,3,YV,NE,04.09.21 14:39
210626,04.09.21 13:45,1527,2,BI,GS,04.09.21 15:17
210627,04.09.21 13:53,1527,1,BI,OL,04.09.21 15:17
210628,04.09.21 15:04,1527,2,SO,ZUE,04.09.21 15:35
210629,04.09.21 13:02,1527,1,LS,BI,04.09.21 14:15
210630,04.09.21 13:28,1527,1,LS,BI,04.09.21 14:15
210631,04.09.21 13:29,1527,1,LS,BI,04.09.21 14:15
210632,04.09.21 14:48,1527,1,BI,OL,04.09.21 15:17
210633,03.09.21 22:15,1528,1,SG,W,04.09.21 15:28
210634,04.09.21 15:40,1528,1,OL,OEN,04.09.21 17:02
210635,04.09.21 16:01,1528,1,ZUE,SO,04.09.21 16:30
210636,04.09.21 16:35,1528,1,OL,LS,04.09.21 17:02
210637,04.09.21 16:36,1528,1,OL,LS,04.09.21 17:02
210638,04.09.21 08:38,1529,1,BI,OL,04.09.21 16:17
210639,04.09.21 13:10,1529,1,LS,BI,04.09.21 15:15
210640,04.09.21 13:10,1529,1,LS,BI,04.09.21 15:15
210641,04.09.21 14:09,1529,1,LS,NE,04.09.21 15:15
210642,04.09.21 15:01,1529,1,BI,ZUE,04.09.21 16:17
210643,04.09.21 15:14,1529,1,NE,OL,04.09.21 15:59
210644,04.09.21 15:53,1529,1,ZUE,SG,04.09.21 17:33
210645,04.09.21 16:45,1529,1,OL,ZUE,04.09.21 16:59
210646,04.09.21 16:01,1529,1,BI,OL,04.09.21 16:17
210647,04.09.21 16:08,1529,1,BI,SO,04.09.21 16:17
210648,31.08.21 16:35,1530,1,ZUE,LS,04.09.21 17:30
210649,03.09.21 22:54,1531,1,BI,ZUE,04.09.21 17:17
210650,04.09.21 14:36,1531,1,YV,NE,04.09.21 16:39
210651,04.09.21 14:36,1531,1,YV,NE,04.09.21 16:39
210652,04.09.21 14:36,1531,1,YV,NE,04.09.21 16:39
210653,04.09.21 16:44,1531,1,OL,ZUE,04.09.21 17:59
210654,04.09.21 16:47,1531,1,NE,BI,04.09.21 16:59
210655,04.09.21 14:36,1531,1,YV,NE,04.09.21 16:39
210656,04.09.21 17:17,1532,1,SG,W,04.09.21 17:28
210657,04.09.21 17:17,1532,1,SG,W,04.09.21 17:28
210658,04.09.21 18:15,1532,2,GS,BI,04.09.21 19:35
210659,04.09.21 19:55,1532,1,YV,LS,04.09.21 20:22
210660,04.09.21 19:59,1532,1,BI,LS,04.09.21 19:45
210661,28.08.21 11:41,1533,3,YV,NE,04.09.21 17:39
210662,04.09.21 17:35,1533,1,BI,SO,04.09.21 18:17
210663,04.09.21 17:48,1533,1,BI,OL,04.09.21 18:17
210664,04.09.21 17:52,1533,1,ZUE,SG,04.09.21 19:33
210665,04.09.21 18:00,1533,1,BI,OL,04.09.21 18:17
